Sentence,File
 lower new death toll of corona virus in January than in February.,new_deaths
"In January,  fewer cases of virus than February.",total_confirmed
"In January,  fewer total deceased cases of covid-19 than February.",total_deaths
 fewer total confirmed cases of virus in January than in April.,total_confirmed
"In January,  lower total cases of coronavirus in World than March.",total_confirmed
"In January, there are lower total deceased in World than in April.",total_deaths
"In March,  lower new healed cases of coronavirus than April.",new_recovered
"In March,  less new confirmed cases of covid19 than in April.",new_confirmed
There are less new deceased people in World in January than in February.,new_deaths
"In January, there are fewer new deaths cases of corona virus than in March.",new_deaths
 fewer deaths toll of virus in World in March than in April.,total_deaths
 fewer new confirmed cases of corona in January than in February.,new_confirmed
"In January,  fewer new cases of covid19 than April.",new_confirmed
"In January,  fewer total deaths cases of covid-19 in World than March.",total_deaths
 less total deaths people in World in January than in April.,total_deaths
 less new confirmed cases of covid19 in World in January than February.,new_confirmed
", the number of deaths toll of coronavirus is less than the number of confirmed and February.",total_deaths-total_confirmed
The death toll of corona in World is less than the confirmed and January.,total_deaths-total_confirmed
"In February, there are fewer deceased toll of coronavirus than March.",total_deaths
 less total confirmed people in World in February than in March.,total_confirmed
There are less deceased of covid19 in World in January than April.,total_deaths
"In March,  lower total confirmed cases of coronavirus than April.",total_confirmed
 less deaths toll of corona virus in February than March.,total_deaths
"In January, there are fewer total recovered people in World than March.",total_recovered
 lower new deceased cases of coronavirus in January than February.,new_deaths
 lower death toll of coronavirus in February than in March.,total_deaths
 fewer healed cases of virus in World in January than in February.,total_recovered
 fewer new deceased cases of virus in January than in March.,new_deaths
There are lower total death toll of corona in World in March than in April.,total_deaths
There are lower total deceased cases of virus in March than in April.,total_deaths
 less new deceased toll of coronavirus in World in January than March.,new_deaths
 lower total recovered people in January than April.,total_recovered
 lower new deaths toll of virus in World in February than in March.,new_deaths
There are lower new healed cases in World in January than in April.,new_recovered
 lower deceased toll of coronavirus in World in March than in April.,total_deaths
 lower total confirmed cases of coronavirus in February than in March.,total_confirmed
"In January, there are fewer total deaths toll of virus in World than in April.",total_deaths
The number of deaths cases of covid-19 in World is less than the number of recovered and February.,total_deaths-total_recovered
"In February,  less new deaths of virus in World than March.",new_deaths
 fewer total deceased in World in February than March.,total_deaths
 lower new deceased toll of covid19 in World in January than March.,new_deaths
 less deceased toll of corona in World in March than April.,total_deaths
There are fewer total death toll of corona virus in January than April.,total_deaths
There are fewer deceased cases of covid19 in January than in March.,total_deaths
"In February, there are less deaths of virus in World than March.",total_deaths
"In January, there are fewer new deceased toll of covid-19 in World than April.",new_deaths
There are fewer deaths toll of corona in January than February.,total_deaths
 fewer new deaths cases in February than in March.,new_deaths
"In March,  less total deaths toll in World than in April.",total_deaths
There are fewer deceased toll of covid19 in World in January than March.,total_deaths
 less deceased of covid-19 in January than in April.,total_deaths
"In January, there are fewer new healed cases of covid-19 than in February.",new_recovered
"In February, there are lower healed cases than April.",total_recovered
 fewer healed cases in January than in March.,total_recovered
There are fewer death toll in World in March than in April.,total_deaths
"In February, there are lower total deaths toll of covid-19 in World than in April.",total_deaths
 lower total deceased in January than in April.,total_deaths
"In February,  less new deceased people than in March.",new_deaths
 less new deceased cases of corona in March than in April.,new_deaths
"In February,  fewer new deaths toll of corona virus than March.",new_deaths
 less total deaths toll of covid19 in World in January than February.,total_deaths
"In January, there are less total deceased toll of corona than April.",total_deaths
There are lower total people in February than March.,total_confirmed
"In March, there are less new recovered cases of virus in World than in April.",new_recovered
", the number of deceased cases of covid19 is less than the number of recovered .",total_deaths-total_recovered
"In February,  less new deceased of coronavirus than in March.",new_deaths
 fewer total deceased toll of coronavirus in World in January than February.,total_deaths
"In January, there are lower total cases of covid-19 in World than March.",total_confirmed
There are fewer new cases of corona virus in March than April.,new_confirmed
 less new recovered cases of covid-19 in World in February than March.,new_recovered
The number of deaths toll in World is less than the number of recovered and April.,total_deaths-total_recovered
"In February, there are fewer new death toll of corona than in April.",new_deaths
"In February,  fewer new deceased cases of coronavirus in World than April.",new_deaths
 lower new deaths of corona virus in January than in March.,new_deaths
"In January, there are fewer new cases of coronavirus than in February.",new_confirmed
"In January,  lower total recovered cases of coronavirus than in April.",total_recovered
 less new deaths toll of corona in World in March than April.,new_deaths
"In January,  less confirmed cases of covid19 than in April.",total_confirmed
There are less new deaths toll in February than in April.,new_deaths
 less deceased of corona in January than March.,total_deaths
 less total deceased in World in January than in April.,total_deaths
"In January, there are lower recovered cases of covid19 than in April.",total_recovered
"In January,  lower cases of covid-19 in World than March.",total_confirmed
There are less total cases of covid-19 in World in February than March.,total_confirmed
 lower total deaths cases of coronavirus in March than in April.,total_deaths
There are lower new confirmed cases of covid19 in World in January than February.,new_confirmed
The number of deaths toll of covid19 is less than the number of and March.,total_deaths-total_confirmed
There are less confirmed people in World in February than April.,total_confirmed
"In February,  fewer new deaths of corona than March.",new_deaths
 lower new deaths in World in March than in April.,new_deaths
 fewer new recovered cases of covid-19 in February than in March.,new_recovered
The deaths of corona virus in World is less than the healed and April.,total_deaths-total_recovered
 fewer healed cases in World in February than in March.,total_recovered
", the death toll of covid-19 is less than the healed and April.",total_deaths-total_recovered
"In January,  less deaths of corona in World than March.",total_deaths
"In February,  lower death toll of coronavirus in World than April.",total_deaths
"In February,  fewer deceased cases of covid-19 in World than in March.",total_deaths
"In February, there are less deaths of corona than in March.",total_deaths
 lower cases of corona virus in January than in March.,total_confirmed
"In February,  less total cases of covid-19 in World than March.",total_confirmed
"In February, there are less total cases of coronavirus than in March.",total_confirmed
 lower death toll of corona virus in World in January than in April.,total_deaths
There are less new deaths of corona virus in February than March.,new_deaths
"In January, there are lower deaths toll of corona virus than in February.",total_deaths
"In February,  less death toll of corona virus in World than April.",total_deaths
The number of deceased toll of virus is less than the number of confirmed and April.,total_deaths-total_confirmed
"In January,  fewer deaths toll in World than March.",total_deaths
"In February, there are less new deceased of virus in World than April.",new_deaths
 fewer confirmed people in February than March.,total_confirmed
There are lower new confirmed cases in World in January than April.,new_confirmed
"In January,  less total deceased cases of corona in World than in April.",total_deaths
 lower new recovered cases of corona in World in March than in April.,new_recovered
 lower deceased people in World in January than in April.,total_deaths
 lower recovered cases of covid-19 in January than March.,total_recovered
There are lower total deceased cases of corona virus in World in March than April.,total_deaths
", the number of deaths toll of corona is less than the number of confirmed and April.",total_deaths-total_confirmed
"In January,  lower new deaths cases of virus in World than in March.",new_deaths
"In February,  fewer new confirmed cases of virus in World than in March.",new_confirmed
 less new healed cases of covid-19 in World in January than in February.,new_recovered
 fewer new deceased cases of covid-19 in February than in April.,new_deaths
"In January,  fewer new confirmed cases in World than in March.",new_confirmed
There are less new deceased of corona in February than in March.,new_deaths
There are lower total deceased of covid19 in World in January than in April.,total_deaths
The number of deaths cases of covid-19 is less than the number of recovered and February.,total_deaths-total_recovered
"In February, there are lower total death toll of corona virus than in March.",total_deaths
 lower total cases of corona virus in World in January than April.,total_confirmed
"In February, there are fewer total deaths cases of virus in World than March.",total_deaths
There are less death toll of corona virus in World in March than April.,total_deaths
 fewer deceased of covid-19 in January than in February.,total_deaths
"In February, there are lower new death toll of corona virus than March.",new_deaths
There are fewer total healed cases of covid19 in World in February than March.,total_recovered
"In March,  less total confirmed cases of coronavirus in World than in April.",total_confirmed
"In January, there are lower total deceased toll in World than in February.",total_deaths
 lower total recovered cases of virus in January than March.,total_recovered
There are lower total deaths toll of covid19 in World in March than in April.,total_deaths
"In February,  fewer deaths cases of corona than April.",total_deaths
"In January,  less deaths toll of coronavirus in World than February.",total_deaths
There are fewer deceased toll of corona in World in February than in March.,total_deaths
"In January, there are fewer death toll of virus in World than March.",total_deaths
There are fewer new death toll of coronavirus in January than February.,new_deaths
There are lower total healed cases of virus in World in January than February.,total_recovered
"In March, there are fewer total healed cases of virus in World than in April.",total_recovered
There are less new recovered cases in January than in February.,new_recovered
"In February, there are less new death toll than in March.",new_deaths
The number of deaths cases of virus in World is less than the number of healed and March.,total_deaths-total_recovered
There are less death toll of corona virus in World in January than in February.,total_deaths
 fewer new death toll of corona in January than in March.,new_deaths
"In January, there are lower new deaths of coronavirus in World than April.",new_deaths
There are lower confirmed cases of corona virus in January than March.,total_confirmed
"In March, there are less deaths cases of virus in World than April.",total_deaths
 lower total death toll in World in January than in March.,total_deaths
The number of deceased toll of corona is less than the number of confirmed and January.,total_deaths-total_confirmed
 less new deaths people in March than April.,new_deaths
There are fewer deceased cases in World in February than April.,total_deaths
"In World, the deaths people is less than the healed and March.",total_deaths-total_recovered
 lower new deaths toll of corona in January than in April.,new_deaths
 lower new deaths toll in World in January than February.,new_deaths
"In January,  less new recovered cases in World than in April.",new_recovered
"In January,  less deaths of coronavirus in World than March.",total_deaths
"In January, there are lower new healed cases of corona than March.",new_recovered
"In March, there are lower new death toll of coronavirus in World than in April.",new_deaths
 lower deaths of covid19 in World in March than in April.,total_deaths
 fewer new deaths of covid-19 in World in January than in March.,new_deaths
"In March,  lower new confirmed cases of coronavirus in World than April.",new_confirmed
There are lower deaths cases of covid-19 in January than February.,total_deaths
The number of deaths cases of covid-19 in World is less than the number of confirmed and February.,total_deaths-total_confirmed
There are lower new recovered cases of corona in World in January than March.,new_recovered
"In February,  fewer total recovered cases of covid19 in World than in April.",total_recovered
"In January,  fewer new healed cases of corona virus in World than March.",new_recovered
"In January,  fewer new recovered people than in April.",new_recovered
The number of recovered people is less than the number of .,total_recovered-total_confirmed
The deaths cases of virus is less than the and April.,total_deaths-total_confirmed
There are fewer confirmed cases of covid-19 in February than in April.,total_confirmed
"In March, there are less total cases of corona than in April.",total_confirmed
There are less new deaths cases in February than April.,new_deaths
The number of deceased of corona virus is less than the number of recovered .,total_deaths-total_recovered
 less deaths cases of coronavirus in World in January than March.,total_deaths
"In February, there are fewer new recovered cases of virus than March.",new_recovered
There are fewer recovered cases of corona in February than March.,total_recovered
"In January,  lower deceased cases of covid-19 than February.",total_deaths
"In February,  fewer confirmed cases of corona virus in World than March.",total_confirmed
"In February,  lower new deaths toll of covid19 than March.",new_deaths
"In February,  less new cases in World than in March.",new_confirmed
"In January,  lower new deceased of virus in World than March.",new_deaths
 lower total deceased toll of corona in February than in March.,total_deaths
", the deceased cases of corona virus is less than the recovered and March.",total_deaths-total_recovered
 lower total deceased cases of corona virus in February than April.,total_deaths
There are fewer deaths of virus in World in January than in April.,total_deaths
 fewer deceased of virus in January than February.,total_deaths
There are fewer total deaths cases of virus in March than in April.,total_deaths
There are lower total deaths cases of covid-19 in February than in March.,total_deaths
"In January,  lower total deceased cases of coronavirus in World than in April.",total_deaths
There are lower new healed cases of virus in World in February than in April.,new_recovered
", the death toll of corona virus is less than the confirmed and February.",total_deaths-total_confirmed
The number of deceased cases of covid19 in World is less than the number of recovered and January.,total_deaths-total_recovered
"In January, there are less healed people in World than March.",total_recovered
 lower total confirmed people in World in February than March.,total_confirmed
"In January,  lower new healed cases of corona virus in World than in February.",new_recovered
There are less new recovered cases of covid19 in World in January than February.,new_recovered
 less new healed cases of coronavirus in February than March.,new_recovered
 fewer deaths cases of corona virus in February than in April.,total_deaths
 less deaths of corona virus in January than March.,total_deaths
There are lower deaths people in World in February than April.,total_deaths
There are fewer total deceased of corona virus in World in February than in April.,total_deaths
"In February, there are less deaths people in World than in March.",total_deaths
"In February,  lower deceased in World than March.",total_deaths
"In January,  fewer new healed cases of virus in World than in February.",new_recovered
"In January,  less new deceased of virus than March.",new_deaths
"In January, there are less total healed cases of corona virus than March.",total_recovered
 fewer total deceased cases of corona in March than April.,total_deaths
"In World, the deaths toll of coronavirus is less than the and February.",total_deaths-total_confirmed
There are fewer total recovered cases of covid19 in February than in March.,total_recovered
The deceased cases of covid-19 is less than the healed and April.,total_deaths-total_recovered
"In February, there are lower total deaths toll of corona virus in World than March.",total_deaths
"In January, there are lower deceased toll of corona than February.",total_deaths
"In February,  lower deaths cases of covid-19 in World than in April.",total_deaths
"In February,  lower total recovered cases of corona in World than April.",total_recovered
"In January,  lower new recovered cases of corona virus in World than February.",new_recovered
 lower total deceased cases of corona in January than March.,total_deaths
"In January, there are lower new people in World than in February.",new_confirmed
There are lower confirmed people in World in January than in March.,total_confirmed
"In February,  less total cases of covid-19 in World than in March.",total_confirmed
 less total deceased cases of corona virus in World in February than April.,total_deaths
"In January,  less new healed cases of covid-19 in World than in March.",new_recovered
"In February,  lower cases of covid-19 than in March.",total_confirmed
"In January,  lower healed cases of corona in World than March.",total_recovered
 less deaths toll of coronavirus in March than April.,total_deaths
There are 928658 recovered cases in World in April.,total_recovered
", the recovered cases of corona virus has risen to 928658 .",total_recovered
"In April, the number of recovered cases has grew to 928658 .",total_recovered
 3116398 cases of corona virus in World in April.,total_confirmed
"In March, the cases of virus has grew to 857608 in World.",total_confirmed
", the total deceased toll has rose to 217153 .",total_deaths
"In April, the total confirmed people has risen to 3116398 .",total_confirmed
", the total deceased toll of covid-19 has increased to 217153 .",total_deaths
There are 2728 new deceased toll of covid-19 in February.,new_deaths
"In March, the number of total healed cases has risen to 178034 .",total_recovered
"In March, the number of new deceased toll of covid-19 has rose to 40661 .",new_deaths
"In March, the total deaths toll of coronavirus has rose to 43602 .",total_deaths
 217153 deaths of coronavirus in April.,total_deaths
"In April, the number of healed cases of covid-19 has risen to 928658 .",total_recovered
"In February, the number of total confirmed cases of corona has grew to 86011 .",total_confirmed
 2941 total deaths of covid19 in February.,total_deaths
"In April, the number of total recovered cases of virus has risen to 928658 in World.",total_recovered
"In February, the new recovered cases of covid-19 has grew to 39560 .",new_recovered
"In April, the new deaths cases of coronavirus has rose to 173551 .",new_deaths
 almost 213 death toll in January.,total_deaths
", the total deaths of coronavirus has increased to 217153 .",total_deaths
"In March, the total healed cases of covid-19 has risen to 178034 in World.",total_recovered
"In February, the number of total death toll of virus has increased to 2941 in World.",total_deaths
"In March, the new deceased cases of corona virus has increased to 40661 .",new_deaths
"In March, the number of new deceased toll of virus has grew to 40661 in World.",new_deaths
"In February, the total death toll of virus has risen to 2941 .",total_deaths
"In March, the total deceased toll has increased to 43602 in World.",total_deaths
"In February, the number of new deceased of corona has grew to 2728 .",new_deaths
"In April, the deceased of covid-19 has rose to 217153 in World.",total_deaths
 almost 857608 cases of corona virus in March.,total_confirmed
"In January, the number of deceased toll of covid19 has increased to 213 .",total_deaths
"In March, the number of deaths toll of covid-19 has risen to 43602 in World.",total_deaths
 217153 total deceased cases in World .,total_deaths
"In April, the total deaths cases of corona has increased to 217153 in World.",total_deaths
"In February, the number of new death toll of corona has rose to 2728 .",new_deaths
", the number of recovered cases of coronavirus has rose to 928658 in World.",total_recovered
 almost 173551 new deceased toll of covid19 in April.,new_deaths
"In March, the number of new recovered people has risen to 138252 in World.",new_recovered
"In February, the new recovered cases of corona has risen to 39560 in World.",new_recovered
"In April, the number of total deceased toll of corona has risen to 217153 .",total_deaths
"In April, the number of total deaths toll of coronavirus has rose to 217153 .",total_deaths
"In March, the new deaths of virus has rose to 40661 .",new_deaths
"In February, the new deaths of covid-19 has risen to 2728 .",new_deaths
"In April, the new confirmed cases of covid-19 has increased to 2258790 .",new_confirmed
"In March, the new death toll of covid-19 has rose to 40661 in World.",new_deaths
 213 new deceased cases of corona in January.,new_deaths
There are almost 173551 new deceased people .,new_deaths
There are almost 750624 new recovered cases of coronavirus .,new_recovered
", the total cases of virus has rose to 3116398 in World.",total_confirmed
", the deaths toll has risen to 217153 in World.",total_deaths
"In April, the new confirmed people has risen to 2258790 .",new_confirmed
"In March, the number of deaths cases of covid-19 has rose to 43602 .",total_deaths
"In January, the number of new deaths cases of coronavirus has increased to 213 in World.",new_deaths
"In January, the total deaths people has rose to 213 .",total_deaths
"In January, the number of deceased cases of virus has risen to 213 .",total_deaths
"In January, the number of total people has increased to 9927 in World.",total_confirmed
"In April, the deaths of covid-19 has risen to 217153 in World.",total_deaths
 928658 total recovered cases of virus in World .,total_recovered
 almost 173551 new deceased toll of covid-19 .,new_deaths
"In January, the number of new deaths of corona virus has risen to 213 in World.",new_deaths
"In February, the new deceased cases of corona virus has risen to 2728 in World.",new_deaths
"In April, the number of total confirmed cases has rose to 3116398 .",total_confirmed
", the deceased toll of corona virus has increased to 217153 .",total_deaths
"In April, the new death toll of covid19 has rose to 173551 .",new_deaths
 almost 928658 total healed cases of corona .,total_recovered
"In February, the number of total deceased toll of covid19 has risen to 2941 .",total_deaths
"In March, the number of deceased of covid19 has grew to 43602 .",total_deaths
"In April, the total cases of covid19 has rose to 3116398 in World.",total_confirmed
", the new healed cases has increased to 750624 .",new_recovered
"In January, the people has grew to 9927 in World.",total_confirmed
", the number of healed cases of corona virus has risen to 928658 in World.",total_recovered
"In January, the number of total deceased of coronavirus has grew to 213 .",total_deaths
"In April, the number of total deaths of corona has rose to 217153 in World.",total_deaths
 213 new death toll in World in January.,new_deaths
"In January, the number of total deaths of covid19 has increased to 213 .",total_deaths
", the healed cases of corona virus has increased to 928658 in World.",total_recovered
There are 173551 new deceased toll in World in April.,new_deaths
 almost 222 total healed cases of covid19 in January.,total_recovered
", the number of new recovered cases of covid19 has increased to 750624 in World.",new_recovered
"In March, the new death toll of virus has rose to 40661 .",new_deaths
"In March, the number of total deceased of corona virus has increased to 43602 in World.",total_deaths
"In March, the total recovered cases of covid19 has grew to 178034 .",total_recovered
"In January, the total deceased cases of covid19 has risen to 213 in World.",total_deaths
"In January, the total recovered cases has grew to 222 .",total_recovered
"In January, the number of total death toll of virus has risen to 213 in World.",total_deaths
"In March, the total deceased toll of corona virus has risen to 43602 in World.",total_deaths
"In February, the number of deaths cases of corona virus has increased to 2941 in World.",total_deaths
"In March, the new cases of covid19 has rose to 771597 .",new_confirmed
"In February, the number of new deaths cases of corona has grew to 2728 .",new_deaths
"In January, the total healed cases of corona virus has rose to 222 .",total_recovered
", the total healed people has grew to 928658 in World.",total_recovered
 almost 217153 total deaths cases of coronavirus .,total_deaths
"In March, the number of recovered cases of covid19 has rose to 178034 .",total_recovered
 750624 new healed cases of covid19 in World in April.,new_recovered
"In April, the number of total deaths cases of corona has risen to 217153 in World.",total_deaths
"In March, the number of total recovered cases of covid-19 has increased to 178034 in World.",total_recovered
"In April, the new confirmed cases of coronavirus has rose to 2258790 .",new_confirmed
"In April, the deceased toll of coronavirus has grew to 217153 .",total_deaths
"In April, the number of new deaths toll has increased to 173551 .",new_deaths
"In January, the number of new cases of corona has increased to 9927 .",new_confirmed
"In April, the total deceased people has grew to 217153 .",total_deaths
"In April, the number of total recovered cases has risen to 928658 in World.",total_recovered
"In March, the number of total deceased of covid19 has increased to 43602 in World.",total_deaths
"In January, the total death toll of corona has grew to 213 .",total_deaths
", the deaths has rose to 217153 .",total_deaths
"In February, the recovered cases of covid19 has increased to 39782 .",total_recovered
"In February, the number of new cases of virus has risen to 76084 in World.",new_confirmed
"In February, the new recovered cases of covid19 has grew to 39560 .",new_recovered
"In April, the number of new deaths of corona has increased to 173551 .",new_deaths
"In April, the new deaths toll of covid-19 has rose to 173551 in World.",new_deaths
"In January, the number of deaths cases of covid-19 has rose to 213 .",total_deaths
"In April, the number of new recovered cases has rose to 750624 .",new_recovered
"In April, the total deaths has grew to 217153 .",total_deaths
There are almost 2258790 new people .,new_confirmed
"In April, the deceased of covid19 has risen to 217153 .",total_deaths
"In March, the number of total deaths toll of virus has increased to 43602 .",total_deaths
", the new deaths cases of covid-19 has increased to 173551 in World.",new_deaths
", the number of new confirmed cases of corona has grew to 2258790 in World.",new_confirmed
"In April, the number of total cases of corona has risen to 3116398 .",total_confirmed
"In March, the total deceased toll of corona virus has increased to 43602 in World.",total_deaths
"In March, the total healed cases of covid-19 has increased to 178034 in World.",total_recovered
"In January, the new cases of virus has rose to 9927 .",new_confirmed
", the number of new deaths toll of coronavirus has grew to 173551 in World.",new_deaths
", the number of total deaths toll of virus has risen to 217153 in World.",total_deaths
"In January, the number of death toll of corona virus has increased to 213 in World.",total_deaths
"In February, the total death toll of covid-19 has risen to 2941 in World.",total_deaths
There are almost 222 new healed cases in January.,new_recovered
"In January, the number of cases of covid-19 has increased to 9927 .",total_confirmed
", the confirmed cases of covid19 has grew to 3116398 in World.",total_confirmed
"In March, the number of deceased toll of corona has increased to 43602 in World.",total_deaths
"In January, the total deceased cases of virus has increased to 213 in World.",total_deaths
"In February, the number of healed cases has increased to 39782 .",total_recovered
"In February, the new deaths cases of corona has rose to 2728 .",new_deaths
"In March, the new healed people has rose to 138252 .",new_recovered
", the total deaths of virus has grew to 217153 .",total_deaths
"In April, the number of new healed cases of corona virus has rose to 750624 in World.",new_recovered
"In April, the number of deaths toll of corona virus has increased to 217153 in World.",total_deaths
"In March, the number of total deaths cases of corona virus has rose to 43602 .",total_deaths
"In January, the number of new deceased toll of virus has rose to 213 in World.",new_deaths
 178034 recovered cases of virus in March.,total_recovered
"In February, the new cases of covid-19 has increased to 76084 .",new_confirmed
 222 healed people in World in January.,total_recovered
"In April, the deceased people has rose to 217153 .",total_deaths
"In February, the new deaths of corona has risen to 2728 in World.",new_deaths
 almost 213 new deceased cases of covid19 in January.,new_deaths
 39560 new healed cases of covid-19 in February.,new_recovered
"In March, the total deceased toll of covid19 has grew to 43602 in World.",total_deaths
"In January, the number of total deceased of corona virus has increased to 213 in World.",total_deaths
"In March, the death toll of covid19 has grew to 43602 in World.",total_deaths
"In April, the confirmed people has risen to 3116398 in World.",total_confirmed
"In April, the number of total confirmed people has risen to 3116398 in World.",total_confirmed
", the number of new deaths cases of covid19 has grew to 173551 in World.",new_deaths
 almost 217153 deceased toll of covid19 in April.,total_deaths
"In March, the number of total deceased cases of virus has grew to 43602 .",total_deaths
There are 2941 deaths toll of corona virus in World in February.,total_deaths
"In March, the number of deaths cases of coronavirus has risen to 43602 in World.",total_deaths
"In January, the number of deaths cases of virus has increased to 213 in World.",total_deaths
", the new deaths of coronavirus has risen to 173551 in World.",new_deaths
"In April, the number of new healed cases of corona has grew to 750624 in World.",new_recovered
"In March, the number of total deceased people has increased to 43602 in World.",total_deaths
"In April, the new healed cases of corona virus has grew to 750624 in World.",new_recovered
"In January, the confirmed cases of corona virus has rose to 9927 .",total_confirmed
"In March, the number of deaths of corona has rose to 43602 in World.",total_deaths
"In January, the number of total deaths toll of coronavirus has rose to 213 .",total_deaths
"In March, the recovered people has risen to 178034 .",total_recovered
", the deaths has risen to 217153 .",total_deaths
", the new recovered cases of covid19 has grew to 750624 in World.",new_recovered
"In March, the number of new deceased cases of coronavirus has rose to 40661 .",new_deaths
"In March, the number of total deceased of covid19 has increased to 43602 .",total_deaths
"In April, the total deceased of coronavirus has rose to 217153 in World.",total_deaths
"In March, the number of new confirmed cases of corona virus has risen to 771597 .",new_confirmed
There are 173551 new deceased toll of corona in World in April.,new_deaths
There are 2941 total deaths toll of covid-19 in World in February.,total_deaths
"In January, the number of new deaths cases of corona has risen to 213 in World.",new_deaths
There are almost 217153 deaths of covid-19 .,total_deaths
"In January, the number of deceased cases of corona has grew to 213 in World.",total_deaths
"In April, the number of deaths toll of virus has risen to 217153 .",total_deaths
"In March, the total death toll of covid19 has risen to 43602 .",total_deaths
 almost 2941 deceased people in February.,total_deaths
"In February, the new deceased cases has risen to 2728 in World.",new_deaths
"In February, the number of recovered cases of covid19 has risen to 39782 in World.",total_recovered
"In January, the number of death toll of corona virus has grew to 213 in World.",total_deaths
", the deaths toll of virus has increased to 217153 .",total_deaths
There are almost 39560 new recovered cases in February.,new_recovered
"In February, the number of new deaths people has risen to 2728 .",new_deaths
", the deaths toll of coronavirus has risen to 217153 .",total_deaths
"In February, the total confirmed cases of coronavirus has risen to 86011 in World.",total_confirmed
"In January, the deceased of corona virus has increased to 213 in World.",total_deaths
"In April, the number of deaths cases of corona has grew to 217153 in World.",total_deaths
"In February, the number of recovered cases has increased to 39782 in World.",total_recovered
"In March, the number of new deaths toll of virus has rose to 40661 .",new_deaths
"In January, the new recovered cases of virus has rose to 222 .",new_recovered
", the deceased cases of virus has increased to 217153 .",total_deaths
 2258790 new confirmed people in World in April.,new_confirmed
"In January, the number of new deaths cases of covid19 has risen to 213 .",new_deaths
"In January, the healed cases of corona has rose to 222 .",total_recovered
", the healed cases of coronavirus has rose to 928658 .",total_recovered
"In January, the number of total deceased cases of corona has grew to 213 .",total_deaths
"In March, the new deaths toll of covid19 has grew to 40661 in World.",new_deaths
", the new recovered cases of covid-19 has rose to 750624 .",new_recovered
"In February, the new confirmed cases of covid-19 has rose to 76084 in World.",new_confirmed
There are almost 771597 new confirmed cases of covid19 in March.,new_confirmed
"In January, the number of cases of covid19 has rose to 9927 in World.",total_confirmed
", the number of recovered cases of covid19 has rose to 928658 in World.",total_recovered
"In January, the confirmed cases has increased to 9927 in World.",total_confirmed
"In April, the deceased cases of corona has rose to 217153 in World.",total_deaths
"In February, the number of total confirmed cases of corona virus has risen to 86011 .",total_confirmed
"In January, the number of total deaths cases of covid19 has increased to 213 in World.",total_deaths
"In April, the death toll of covid19 has increased to 217153 .",total_deaths
 213 total deceased toll of covid-19 in January.,total_deaths
"In January, the cases of virus has increased to 9927 .",total_confirmed
"In March, the new deaths cases of corona has risen to 40661 in World.",new_deaths
"In April, the total death toll of coronavirus has increased to 217153 .",total_deaths
"In February, the cases of covid-19 has rose to 86011 in World.",total_confirmed
 2941 total death toll of corona in World in February.,total_deaths
", the deaths of corona virus has grew to 217153 .",total_deaths
"In March, the confirmed cases has grew to 857608 .",total_confirmed
"In January, the deaths of corona virus has increased to 213 .",total_deaths
", the deceased of covid19 has rose to 217153 in World.",total_deaths
"In March, the number of death toll of virus has increased to 43602 in World.",total_deaths
"In February, the new cases has grew to 76084 .",new_confirmed
", the new deaths cases of coronavirus has rose to 173551 in World.",new_deaths
"In January, the confirmed cases of corona has rose to 9927 .",total_confirmed
There are 43602 deceased of corona in March.,total_deaths
"In March, the total recovered cases of virus has rose to 178034 .",total_recovered
"In March, the total people has risen to 857608 .",total_confirmed
There are 39782 total healed cases in World in February.,total_recovered
 9927 new confirmed cases of corona virus in World in January.,new_confirmed
"In March, the number of total death toll of corona has risen to 43602 in World.",total_deaths
There are almost 173551 new deaths toll of coronavirus in April.,new_deaths
"In April, the number of new confirmed cases of covid19 has increased to 2258790 in World.",new_confirmed
"In January, the new death toll has risen to 213 in World.",new_deaths
 almost 217153 total deaths of corona virus in April.,total_deaths
"In January, the number of new healed cases has grew to 222 in World.",new_recovered
"In February, the new deceased toll of virus has grew to 2728 .",new_deaths
"In February, the healed cases of corona has increased to 39782 .",total_recovered
"In February, the total recovered cases of coronavirus has risen to 39782 in World.",total_recovered
"In January, the total deceased cases of covid-19 has increased to 213 in World.",total_deaths
", the total recovered cases of corona has rose to 928658 in World.",total_recovered
", the total cases of corona virus has increased to 3116398 in World.",total_confirmed
 almost 86011 total cases of covid19 in February.,total_confirmed
There are almost 39560 new recovered people in February.,new_recovered
", the number of total deaths toll of corona has rose to 217153 .",total_deaths
"In April, the number of total confirmed cases of corona has rose to 3116398 .",total_confirmed
 2941 total deaths cases in World in February.,total_deaths
", the number of total deceased toll of corona virus has risen to 217153 .",total_deaths
", the total cases of corona has increased to 3116398 .",total_confirmed
", the number of new deaths of corona virus has grew to 173551 .",new_deaths
"In February, the deaths of covid-19 has increased to 2941 in World.",total_deaths
"In February, the new deaths of coronavirus has rose to 2728 in World.",new_deaths
"In March, the number of total deaths toll of covid19 has increased to 43602 in World.",total_deaths
"In April, the number of new deceased toll of virus has risen to 173551 in World.",new_deaths
"In April, the number of new healed cases of virus has grew to 750624 in World.",new_recovered
"In April, the new deaths of virus has rose to 173551 .",new_deaths
"In January, the number of healed cases of corona virus has risen to 222 in World.",total_recovered
"In April, the deaths toll of covid-19 has increased to 217153 .",total_deaths
"In March, the total deaths people has rose to 43602 .",total_deaths
 43602 total deceased people in World in March.,total_deaths
"In April, the number of total cases of corona has rose to 3116398 in World.",total_confirmed
